,GINI
TMIN_SOIL,0.37381244
TMAX_LITTER,0.19209802
D_W_PRECN,0.08515631
WIND,0.06376407
HMIN_AIR,0.056040466
RADN,0.05208715
TMIN_LITTER,0.050925724
TMIN_AIR,0.040514667
TMAX_SOIL,0.03535358
HMAX_AIR,0.025129192
TMAX_AIR,0.025118459
TTL_SALT_DISCHG,0.0
ECND,0.0
