,GINI
HMAX_AIR,0.007077922
TMIN_AIR,0.019863918
TMAX_SOIL,0.038195796
TMAX_AIR,0.046862874
HMIN_AIR,0.062148664
RADN,0.06827787
WIND,0.0845922
TMIN_LITTER,0.094850495
D_W_PRECN,0.104518905
TMIN_SOIL,0.22113402
TMAX_LITTER,0.25247726
